page_id,catalog_id,label
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_018,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_019,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_020,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_021,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_022,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_023,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_024,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_025,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_026,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_027,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_028,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_029,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_030,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_031,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_032,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_033,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_034,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_035,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_036,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_037,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_038,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_039,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_040,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_041,1
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_042,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_043,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_044,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_045,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_046,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_047,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_048,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_049,0
argos-589ec2ad7ef7121ac4bc2bfc3d0129e8,camera_050,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_001,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_002,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_003,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_004,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_005,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_006,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_007,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_008,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_009,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_010,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_011,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_012,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_013,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_014,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_015,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_016,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_017,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_018,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_019,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_020,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_021,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_022,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_023,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_024,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_025,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_026,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_027,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_028,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_029,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_030,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_031,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_032,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_033,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_034,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_035,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_036,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_037,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_038,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_039,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_040,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_041,1
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_042,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_043,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_044,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_045,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_046,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_047,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_048,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_049,0
argos-a3d833ff0feb474a5a0b34f491d61b84,camera_050,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_001,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_002,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_003,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_004,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_005,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_006,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_007,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_008,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_009,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_010,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_011,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_012,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_013,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_014,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_015,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_016,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_017,1
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_018,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_019,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_020,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_021,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_022,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_023,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_024,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_025,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_026,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_027,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_028,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_029,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_030,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_031,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_032,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_033,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_034,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_035,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_036,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_037,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_038,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_039,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_040,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_041,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_042,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_043,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_044,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_045,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_046,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_047,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_048,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_049,0
bestbuy-19aeab402763e2946b8a51a4af4667be,camera_050,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_001,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_002,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_003,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_004,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_005,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_006,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_007,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_008,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_009,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_010,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_011,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_012,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_013,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_014,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_015,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_016,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_017,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_018,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_019,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_020,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_021,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_022,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_023,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_024,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_025,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_026,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_027,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_028,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_029,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_030,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_031,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_032,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_033,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_034,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_035,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_036,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_037,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_038,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_039,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_040,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_041,1
bestbuy-1baf9408004e59e409812ba76dd798be,camera_042,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_043,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_044,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_045,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_046,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_047,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_048,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_049,0
bestbuy-1baf9408004e59e409812ba76dd798be,camera_050,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_001,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_002,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_003,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_004,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_005,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_006,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_007,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_008,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_009,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_010,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_011,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_012,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_013,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_014,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_015,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_016,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_017,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_018,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_019,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_020,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_021,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_022,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_023,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_024,1
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_025,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_026,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_027,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_028,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_029,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_030,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_031,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_032,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_033,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_034,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_035,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_036,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_037,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_038,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_039,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_040,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_041,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_042,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_043,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_044,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_045,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_046,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_047,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_048,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_049,0
bestbuy-247e7bdd47261a138d635807f7a54a79,camera_050,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_001,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_002,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_003,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_004,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_005,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_006,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_007,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_008,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_009,1
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_010,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_011,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_012,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_013,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_014,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_015,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_016,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_017,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_018,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_019,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_020,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_021,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_022,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_023,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_024,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_025,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_026,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_027,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_028,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_029,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_030,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_031,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_032,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_033,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_034,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_035,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_036,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_037,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_038,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_039,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_040,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_041,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_042,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_043,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_044,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_045,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_046,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_047,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_048,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_049,0
bestbuy-28afa3b2acd758d27ef0201b4287c2cc,camera_050,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_001,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_002,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_003,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_004,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_005,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_006,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_007,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_008,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_009,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_010,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_011,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_012,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_013,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_014,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_015,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_016,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_017,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_018,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_019,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_020,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_021,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_022,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_023,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_024,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_025,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_026,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_027,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_028,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_029,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_030,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_031,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_032,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_033,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_034,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_035,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_036,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_037,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_038,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_039,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_040,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_041,1
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_042,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_043,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_044,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_045,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_046,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_047,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_048,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_049,0
bestbuy-295704d42b618bfa26a1f22cd7aecb5e,camera_050,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_001,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_002,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_003,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_004,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_005,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_006,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_007,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_008,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_009,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_010,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_011,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_012,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_013,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_014,0
bestbuy-2996a124bb553d11fa10a97d131af9c2,camera_015,0
